标签名,出现次数,位置(行号:路径)
支架,5,7343:V2融合世界标签体系/通用分类标签/人造物体/假牙/支架 || 9343:V2融合世界标签体系/通用分类标签/人造物体/支持/支架 || 9344:V2融合世界标签体系/通用分类标签/人造物体/支持/支架 || 9803:V2融合世界标签体系/通用分类标签/人造物体/桌子/支架 || 18002:V2融合世界标签体系/通用分类标签/建筑与基础设施/支承结构/构架/支架
校服,5,6217:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/校服 || 7823:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/制服/校服 || 7926:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/校服 || 10889:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/制服/校服 || 10992:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/校服
橄榄球,5,9982:V2融合世界标签体系/通用分类标签/人造物体/游戏器材/球/橄榄球 || 9983:V2融合世界标签体系/通用分类标签/人造物体/游戏器材/球/橄榄球 || 24768:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/户外游戏/场地运动/橄榄球 || 24772:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/户外游戏/场地运动/橄榄球/橄榄球 || 24773:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/户外游戏/场地运动/橄榄球/橄榄球
浣熊,5,12592:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/食肉动物/浣熊 || 12596:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/食肉动物/浣熊/浣熊 || 12597:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/食肉动物/浣熊/浣熊 || 12598:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/食肉动物/浣熊/浣熊/浣熊 || 31653:V2融合世界标签体系/通用分类标签/材料与物质/动物材料/动物产品/兽皮/兽皮/浣熊
灰色,5,7928:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/灰色 || 10994:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/灰色 || 12138:V2融合世界标签体系/通用分类标签/动物/哺乳动物/马科动物/家马/坐骑/灰色 || 31268:V2融合世界标签体系/通用分类标签/属性与状态/视觉属性/颜色/无彩色/灰色 || 33051:V2融合世界标签体系/IP 分类标签/真人与人物 IP/科学文化人物/作家/灰色
玉米,5,20918:V2融合世界标签体系/通用分类标签/植物/农作物/玉米 || 21267:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/牧草/谷类禾草/玉米 || 24430:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/谷物/种仁/玉米 || 29576:V2融合世界标签体系/通用分类标签/食物/致醉物/烈性酒/威士忌/玉米 || 29848:V2融合世界标签体系/通用分类标签/食物/食品/谷物/玉米
睡衣,5,6271:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/睡衣 || 7932:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/男式睡衣上衣/睡衣 || 8126:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/裤子/睡衣 || 10998:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/男式睡衣上衣/睡衣 || 11192:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/裤子/睡衣
研究,5,19164:V2融合世界标签体系/通用分类标签/文化艺术与媒介/调查/研究 || 26892:V2融合世界标签体系/通用分类标签/行为动作/研究 || 26893:V2融合世界标签体系/通用分类标签/行为动作/研究/研究 || 26894:V2融合世界标签体系/通用分类标签/行为动作/研究/研究 || 32429:V2融合世界标签体系/通用分类标签/知识与学科/问题解决/研究
礼服,5,6298:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/礼服 || 7826:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/外套服装/礼服 || 7828:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/外套服装/礼服/礼服 || 10892:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/外套服装/礼服 || 10894:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/外套服装/礼服/礼服
葫芦,5,8744:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/瓶/葫芦 || 21335:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/葫芦 || 21343:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/葫芦/葫芦 || 24441:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/葫芦 || 24442:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/葫芦/葫芦
裤子,5,8109:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/裤子 || 8131:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/裤子 || 11175:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/裤子 || 11197:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/裤子 || 30565:V2融合世界标签体系/通用分类标签/声音/裤子
角,5,9201:V2融合世界标签体系/通用分类标签/人造物体/报警系统/角 || 11399:V2融合世界标签体系/通用分类标签/人造物体/角 || 31111:V2融合世界标签体系/通用分类标签/属性与状态/无定形/角 || 31671:V2融合世界标签体系/通用分类标签/材料与物质/动物材料/角 || 32263:V2融合世界标签体系/通用分类标签/知识与学科/点/角
警报器,5,7066:V2融合世界标签体系/通用分类标签/人造物体/乐器/器械/仪器/时计/时钟/警报器 || 8534:V2融合世界标签体系/通用分类标签/人造物体/声学装置/警报器 || 9203:V2融合世界标签体系/通用分类标签/人造物体/报警系统/警报器 || 30023:V2融合世界标签体系/通用分类标签/声音/事物声音/警报器 || 30028:V2融合世界标签体系/通用分类标签/声音/事物声音/警报器/警报器
跑道,5,10690:V2融合世界标签体系/通用分类标签/人造物体/表面/水平仪/平台/跑道 || 10697:V2融合世界标签体系/通用分类标签/人造物体/表面/水平仪/铺装表面/跑道 || 10733:V2融合世界标签体系/通用分类标签/人造物体/装置/球场/跑道 || 11416:V2融合世界标签体系/通用分类标签/人造物体/跑道 || 17357:V2融合世界标签体系/通用分类标签/建筑与基础设施/路桥隧道工程/公路/跑道
连接,5,11449:V2融合世界标签体系/通用分类标签/人造物体/连接 || 11484:V2融合世界标签体系/通用分类标签/人造物体/连接 || 26095:V2融合世界标签体系/通用分类标签/行为动作/使联合/连接 || 26102:V2融合世界标签体系/通用分类标签/行为动作/使联合/连接/连接 || 26103:V2融合世界标签体系/通用分类标签/行为动作/使联合/连接
食堂,5,15803:V2融合世界标签体系/通用分类标签/场景/室内场景/餐厅/食堂 || 15804:V2融合世界标签体系/通用分类标签/场景/室内场景/餐厅/食堂/食堂 || 17743:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/大厅/食堂 || 17798:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/食堂 || 23640:V2融合世界标签体系/通用分类标签/组织机构与社会事件/食堂
饺子,5,27311:V2融合世界标签体系/通用分类标签/食物/中式主食面点/饺子 || 29345:V2融合世界标签体系/通用分类标签/食物/意大利面食/饺子 || 29348:V2融合世界标签体系/通用分类标签/食物/意大利面食/饺子/饺子 || 29780:V2融合世界标签体系/通用分类标签/食物/路线/点心/饺子 || 29870:V2融合世界标签体系/通用分类标签/食物/饺子
高领,5,8048:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/套头衫/高领 || 8101:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/衬衣/T恤/高领 || 9753:V2融合世界标签体系/通用分类标签/人造物体/条带/乐队/高领 || 11114:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/套头衫/高领 || 11167:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/衬衣/T恤/高领
丁字裤,4,7959:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/不可言说之物/内裤/丁字裤 || 8394:V2融合世界标签体系/通用分类标签/人造物体/器具/皮带/丁字裤 || 11025:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/不可言说之物/内裤/丁字裤 || 11367:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/足部装备/鞋/凉鞋/丁字裤
万圣节服装,4,7909:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/剧装/万圣节服装 || 7910:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/剧装/万圣节服装 || 10975:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/打扮/剧装/万圣节服装 || 10976:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/打扮/剧装/万圣节服装
丝兰,4,20510:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/丝兰 || 20511:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/丝兰/丝兰 || 20512:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/丝兰/丝兰 || 20513:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/丝兰/丝兰
两件套,4,7944:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/一套衣服/商务西装/两件套 || 8082:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/泳衣/两件套 || 11010:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/一套衣服/商务西装/两件套 || 11148:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/泳衣/两件套
主题,4,1949:V2融合世界标签体系/通用分类标签/人物与人体/主题 || 1950:V2融合世界标签体系/通用分类标签/人物与人体/主题 || 19489:V2融合世界标签体系/通用分类标签/文字与信息图形/主题 || 19636:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/主题
乳搭,4,7859:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/女装/乳搭 || 7948:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/不可言说之物/乳搭 || 10925:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/女装/乳搭 || 11014:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/不可言说之物/乳搭
云杉松,4,20030:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/云杉/云杉松 || 20055:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/松属植物/云杉松 || 20056:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/松属植物/云杉松 || 20083:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/毒芹/云杉松
令人惊叹的,4,30804:V2融合世界标签体系/通用分类标签/属性与状态/令人惊叹的 || 30805:V2融合世界标签体系/通用分类标签/属性与状态/令人惊叹的 || 30806:V2融合世界标签体系/通用分类标签/属性与状态/令人惊叹的 || 30807:V2融合世界标签体系/通用分类标签/属性与状态/令人惊叹的
仪式,4,23493:V2融合世界标签体系/通用分类标签/组织机构与社会事件/事务/仪式 || 25940:V2融合世界标签体系/通用分类标签/行为动作/仪式 || 25941:V2融合世界标签体系/通用分类标签/行为动作/仪式 || 26467:V2融合世界标签体系/通用分类标签/行为动作/惯例/习俗/仪式
住处,4,17465:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处 || 17521:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处 || 17522:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处/住处 || 31995:V2融合世界标签体系/通用分类标签/知识与学科/住处
