标签名,出现次数,位置(行号:路径)
前锋,3,1462:V2融合世界标签体系/通用分类标签/人物与人体/职业身份/运动员/前锋 || 8964:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/前锋 || 30812:V2融合世界标签体系/IP 分类标签/真人与人物 IP/体育明星/篮球运动员/前锋
化妆刷,3,7148:V2融合世界标签体系/通用分类标签/人造物体/化妆刷 || 7814:V2融合世界标签体系/通用分类标签/人造物体/器具/刷/化妆刷 || 8881:V2融合世界标签体系/通用分类标签/人造物体/敷抹器/化妆刷
区域,3,2284:V2融合世界标签体系/通用分类标签/人物与人体/区域 || 17466:V2融合世界标签体系/通用分类标签/文化艺术与媒介/区域 || 30225:V2融合世界标签体系/通用分类标签/知识与学科/点/地形点/区域
卡丁车,3,972:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/卡丁车 || 1009:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/自行式车辆/机动车/卡丁车 || 16727:V2融合世界标签体系/通用分类标签/建筑与基础设施/支承结构/构架/卡丁车
卡片,3,9716:V2融合世界标签体系/通用分类标签/人造物体/电力设备/电路/计算机电路/印刷电路/卡片 || 18172:V2融合世界标签体系/通用分类标签/文字与信息图形/书面交流/通信/卡片 || 18437:V2融合世界标签体系/通用分类标签/文字与信息图形/指示/身份证明/肯定身份识别/卡片
卡车,3,582:V2融合世界标签体系/通用分类标签/交通工具/陆地民用车辆/货车/卡车 || 973:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/卡丁车/卡车 || 1075:V2融合世界标签体系/通用分类标签/交通工具/道路机动车/卡车
印刷,3,18148:V2融合世界标签体系/通用分类标签/文字与信息图形/书面交流/手写/字迹/印刷 || 22011:V2融合世界标签体系/通用分类标签/组织机构与社会事件/事业/印刷 || 24659:V2融合世界标签体系/通用分类标签/行为动作/写/印刷
印刷品,3,7289:V2融合世界标签体系/通用分类标签/人造物体/台布/印刷品 || 17514:V2融合世界标签体系/通用分类标签/文化艺术与媒介/平面艺术/印刷品 || 18138:V2融合世界标签体系/通用分类标签/文字与信息图形/书面交流/印刷品
卷尺,3,5158:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/卷尺 || 6709:V2融合世界标签体系/通用分类标签/人造物体/乐器/器械/仪器/卷尺 || 9202:V2融合世界标签体系/通用分类标签/人造物体/条带/卷尺
压机,3,7190:V2融合世界标签体系/通用分类标签/人造物体/压机 || 8101:V2融合世界标签体系/通用分类标签/人造物体/媒介/印刷媒体/压机 || 9108:V2融合世界标签体系/通用分类标签/人造物体/机器/压机
厕所,3,7981:V2融合世界标签体系/通用分类标签/人造物体/固定物/卫生洁具/便桶椅/厕所 || 16485:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/厕所 || 17077:V2融合世界标签体系/通用分类标签/建筑与基础设施/附属建筑/厕所
发电机,3,5167:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/发电机 || 9124:V2融合世界标签体系/通用分类标签/人造物体/机器/发动机/发电机 || 9731:V2融合世界标签体系/通用分类标签/人造物体/电子器件/发电机
口哨声,3,2961:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/口哨声 || 6993:V2融合世界标签体系/通用分类标签/人造物体/信号装置/口哨声 || 28452:V2融合世界标签体系/通用分类标签/声音/口哨声
合唱团,3,16383:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/合唱团 || 22001:V2融合世界标签体系/通用分类标签/组织机构与社会事件/音乐组织/合唱/合唱团 || 28343:V2融合世界标签体系/通用分类标签/声音/人类声音/人声/歌唱/合唱团
吞火表演者,3,1736:V2融合世界标签体系/通用分类标签/人物与人体/不受欢迎的人/令人不快的人/牢骚满腹的人/吞火表演者 || 2042:V2融合世界标签体系/通用分类标签/人物与人体/保护者/保护器/吞火表演者 || 2782:V2融合世界标签体系/通用分类标签/人物与人体/表演者/吞火表演者
含羞草,3,19071:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/金合欢/含羞草 || 19146:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/含羞草 || 27820:V2融合世界标签体系/通用分类标签/食物/致醉物/混合饮料/含羞草
吹风机,3,4824:V2融合世界标签体系/通用分类标签/人造物体/家用电器/吹风机 || 7780:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/耐用品/器具/干燥器/吹风机 || 10457:V2融合世界标签体系/通用分类标签/人造物体/通风机/吹风机
呼吸器,3,7406:V2融合世界标签体系/通用分类标签/人造物体/呼吸器 || 10127:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/口罩/呼吸器 || 10522:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/导管/气道/呼吸器
响尾蛇,3,725:V2融合世界标签体系/通用分类标签/交通工具/公共运输/列车/响尾蛇 || 6998:V2融合世界标签体系/通用分类标签/人造物体/信号装置/钟/响尾蛇 || 12769:V2融合世界标签体系/通用分类标签/动物/爬行动物/蛇类/蝰蛇/蝮蛇/响尾蛇
哼声,3,12250:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/棘鳍目鱼/鲈形亚目鱼/哼声 || 24779:V2融合世界标签体系/通用分类标签/行为动作/呼吸/哼声 || 28335:V2融合世界标签体系/通用分类标签/声音/人类声音/人声/哼声
唇,3,2346:V2融合世界标签体系/通用分类标签/人物与人体/器官/发音器官/咬合架/唇 || 2387:V2融合世界标签体系/通用分类标签/人物与人体/外部身体部位/唇 || 22869:V2融合世界标签体系/通用分类标签/自然景观/植物结构/唇
喇叭,3,2992:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/铜管乐器/喇叭 || 8682:V2融合世界标签体系/通用分类标签/人造物体/报警系统/喇叭 || 9686:V2融合世界标签体系/通用分类标签/人造物体/电力设备/换能器/电声传感器/喇叭
喷雾,3,8127:V2融合世界标签体系/通用分类标签/人造物体/容器/分配器/喷雾 || 28297:V2融合世界标签体系/通用分类标签/声音/事物声音/液体/喷雾 || 29758:V2融合世界标签体系/通用分类标签/材料与物质/农药/喷雾
圆锥体,3,8011:V2融合世界标签体系/通用分类标签/人造物体/圆锥体 || 22919:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/圆锥体 || 29100:V2融合世界标签体系/通用分类标签/属性与状态/圆形/圆锥体
圣诞树,3,9500:V2融合世界标签体系/通用分类标签/人造物体/点缀/圣诞树 || 18649:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/冷杉/银冷杉/圣诞树 || 18749:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/圣诞树
坐骑,3,11145:V2融合世界标签体系/通用分类标签/动物/哺乳动物/马科动物/家马/坐骑 || 16732:V2融合世界标签体系/通用分类标签/建筑与基础设施/支承结构/构架/安装/坐骑 || 22810:V2融合世界标签体系/通用分类标签/自然景观/天然高地/坐骑
块状物,3,8065:V2融合世界标签体系/通用分类标签/人造物体/块状物 || 8995:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/机器/块状物 || 16320:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/块状物
坟墓,3,16401:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/围场/房间/坟墓 || 29551:V2融合世界标签体系/通用分类标签/时间数量与度量/关头/坟墓 || 30228:V2融合世界标签体系/通用分类标签/知识与学科/点/地形点/坟墓
塑像,3,17335:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/塑像 || 17703:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/仿真/人物/塑像 || 17748:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/塑像
外壳,3,10245:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/外壳 || 16729:V2融合世界标签体系/通用分类标签/建筑与基础设施/支承结构/构架/外壳 || 22788:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/外壳
大学,3,16824:V2融合世界标签体系/通用分类标签/建筑与基础设施/机构/大学 || 21728:V2融合世界标签体系/通用分类标签/组织机构与社会事件/组织机构/教育机构/大学 || 21981:V2融合世界标签体系/通用分类标签/组织机构与社会事件/身体/大学
大提琴,3,2912:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/弦乐器/弓弦乐器/大提琴 || 6270:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/大提琴 || 28177:V2融合世界标签体系/通用分类标签/声音/乐器/弓弦乐器/大提琴
大麦,3,19358:V2融合世界标签体系/通用分类标签/植物/农作物/大麦 || 19830:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/牧草/谷类禾草/大麦 || 28102:V2融合世界标签体系/通用分类标签/食物/食品/谷物/大麦
夹板,3,8572:V2融合世界标签体系/通用分类标签/人造物体/扁平立体/层压材料/夹板 || 8986:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/夹板 || 10336:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/足部装备/鞋/夹板
婴儿床,3,7172:V2融合世界标签体系/通用分类标签/人造物体/卧室家具/床/婴儿床 || 8095:V2融合世界标签体系/通用分类标签/人造物体/婴儿床 || 16033:V2融合世界标签体系/通用分类标签/建筑与基础设施/工业与仓储建筑/仓库/筒仓/婴儿床
守夜,3,14564:V2融合世界标签体系/通用分类标签/场景/宗教庆典场景/宗教仪式/守夜 || 17780:V2融合世界标签体系/通用分类标签/文化艺术与媒介/调查/守夜 || 29238:V2融合世界标签体系/通用分类标签/属性与状态/形势/生理状态/清醒状态/守夜
安哥拉,3,11103:V2融合世界标签体系/通用分类标签/动物/哺乳动物/猫科动物/猫/家猫/安哥拉 || 11340:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/兔形目动物/兔科动物/兔/安哥拉 || 11368:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/有蹄哺乳动物/偶蹄动物/反刍动物/牛科动物/山羊/家山羊/安哥拉
宝石,3,6578:V2融合世界标签体系/通用分类标签/人造物体/箱包首饰/珠宝首饰/宝石 || 26208:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/面包/速发面包/宝石 || 30129:V2融合世界标签体系/通用分类标签/知识与学科/宝石
宴会,3,24303:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/聚会/宴会 || 24314:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/聚会/晚宴/宴会 || 27387:V2融合世界标签体系/通用分类标签/食物/一餐/宴会
小径,3,10461:V2融合世界标签体系/通用分类标签/人造物体/道路/小径 || 16202:V2融合世界标签体系/通用分类标签/建筑与基础设施/路桥隧道工程/公路/跑道/小径 || 30318:V2融合世界标签体系/通用分类标签/知识与学科/线/小径
小提琴,3,2913:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/弦乐器/弓弦乐器/小提琴 || 6279:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/小提琴 || 28178:V2融合世界标签体系/通用分类标签/声音/乐器/弓弦乐器/小提琴
小麦,3,19367:V2融合世界标签体系/通用分类标签/植物/农作物/小麦 || 19836:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/牧草/谷类禾草/小麦 || 28104:V2融合世界标签体系/通用分类标签/食物/食品/谷物/小麦
尖钉,3,6923:V2融合世界标签体系/通用分类标签/人造物体/体育器材/尖钉 || 16686:V2融合世界标签体系/通用分类标签/建筑与基础设施/投影/尖钉 || 25009:V2融合世界标签体系/通用分类标签/行为动作/排放/放电/尖钉
工作服,3,5850:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/工作服 || 7484:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/工作服 || 7743:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/防护服装/工作服
布丁,3,26266:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/布丁 || 27216:V2融合世界标签体系/通用分类标签/食物/一道菜/布丁 || 28031:V2融合世界标签体系/通用分类标签/食物/路线/点心/布丁
带子,3,7947:V2融合世界标签体系/通用分类标签/人造物体/器具/皮带/带子 || 9205:V2融合世界标签体系/通用分类标签/人造物体/条带/带子 || 9931:V2融合世界标签体系/通用分类标签/人造物体/线/索/带子
